No,Title,Writer,Date,Status
6692,동네예보 과거데이터 조회건으로 문의드립니다.,송***,2015-06-17,완료
6691,SERVICE KEY IS NOT REGISTERED ERROR.,박***,2015-06-17,완료
6689,경기버스 기반정보 조회 API 추가신청,원***,2015-06-17,완료
6688,SERVICE ACCESS DENIED ERROR 가 발생하고 있습니다.,고****,2015-06-17,완료
6686,SERVICE KEY IS NOT REGISTERED ERROR.,박***,2015-06-17,완료
6685,SERVICE ACCESS DENIED ERROR.,안***,2015-06-16,완료
6684,SERVICE ACCESS DENIED ERROR,유***,2015-06-16,완료
6682,경기버스 API 신청건,원***,2015-06-16,완료
6678,제목 : 조달청 API 문의드립니다(응답없음 현상),박***,2015-06-16,완료
6679,일일 트래픽 초기화 관련 문의드립니다,신***,2015-06-16,완료
6680,API서비스 안됨,정***,2015-06-16,완료
6674,계정 신청내역 승인 진행 상황 확인,김***,2015-06-16,완료
6673,계정 승인요청의 건,이***,2015-06-16,완료
6672,문의드립니다,강***,2015-06-16,완료
6671,날씨정보관련,이***,2015-06-16,완료
6669,정말 죄송한데...,김***,2015-06-15,완료
6668,날씨정보 관련 문의드립니다.,이***,2015-06-15,완료
6665,SOAP REST 의 차이점이무엇인가요?,김***,2015-06-15,완료
6664,진짜 화나서...제대로 된 정보는 왜 자기들만 쓸라고 하는 건가요???,유***,2015-06-15,완료
6658,인증되지 않은 키 입니다. 오류문의 입니다.,오***,2015-06-15,완료
6662,SERVICE ACCESS DENIED ERROR 관련 문의,이***,2015-06-15,완료
6654,도착정보서비스 연장 취소,이***,2015-06-13,완료
6657,인증키 에러,장***,2015-06-15,완료
6640,공공데이터 제공신청 관련,김***,2015-06-12,완료
6650,에러에러,김***,2015-06-12,완료
6649,SERVICE KEY IS NOT REGISTERED ERROR 에러,김***,2015-06-12,완료
6648,신청 한것같은데..,김***,2015-06-12,완료
6645,인증키 에러,김***,2015-06-12,완료
6643,"변경신청 승인 후 ""SERVICE KEY IS NOT REGISTERED ERROR.""",곽***,2015-06-12,완료
6638,LIMITED NUMBER OF SERVICE REQUESTS EXCEEDS ERROR,최***,2015-06-11,완료
6636,에러해결좀해주세요,김***,2015-06-11,완료
6644,Open API 자동화 툴 설치 오류,이***,2015-06-12,완료
6642,지하철역 ID 및 공간정보 문의,이***,2015-06-12,완료
6641,Service Key is not Registered Error,최***,2015-06-12,완료
6639,공공데이터의 활용범위,김***,2015-06-12,완료
6635,에러가 계속나네요,김***,2015-06-11,완료
6593,인증키 실패 오류 및 기타,이**,2015-06-09,완료
6632,새우편번호 적용,김***,2015-06-11,완료
6630,정말 확인하고 답변 달아주시는건가요?,김***,2015-06-11,완료
6628,SERVICE KEY IS NOT REGISTERED ERROR.,김***,2015-06-11,완료
6615,LIMITED NUMBER OF SERVICE REQUESTS EXCEEDS ERROR 관련,김***,2015-06-10,완료
6621,대학경쟁력알림 서비스 도와주세요..,김***,2015-06-10,완료
6618,SERVICE KEY IS NOT REGISTERED ERROR. 가 납니다.,곽***,2015-06-10,완료
6614,변경 신청 취소 요청 드립니다.,정***,2015-06-10,완료
6612,SERVICE KEY IS NOT REGISTERED ERROR,유***,2015-06-10,완료
6610,"""인증되지 않은 키 입니다"" 라는 메시지가 나옵니다.",이***,2015-06-10,완료
6605,공공데이터 도와주세요..,김***,2015-06-09,완료
6609,전체 데이터 검색,양***,2015-06-10,완료
6607,SERVICE KEY IS NOT REGISTERED ERROR 여전히 발생을 합니다.,이***,2015-06-10,완료
6608,SERVICE ACCESS DENIED ERROR,손***,2015-06-10,완료
6606,인증되지않은 키,박***,2015-06-10,완료
6603,소개정보조회 문의요,염***,2015-06-09,완료
6587,서울시의 도착예정버스의 현재 구간순번필드가 의미하는 값이 무엇인지요?,고****,2015-06-09,완료
6588,경기도 버스의 위치정보서비스의 정류소 순서 정보가 의미하는 값이 무엇인지요?,고****,2015-06-09,완료
6589,타고의 위치정보서비스의 '도착예정버스 남은 정류장 수' 정보가 의미하는 값이 무엇인지요?,고****,2015-06-09,완료
6575,공공데이터 개방 사이트 개발,황***,2015-06-08,완료
6602,SERVICE KEY IS NOT REGISTERED ERROR 가 계속 발생을 합니다.,이***,2015-06-09,완료
6599,openapi 서비스 확인부탁이요 (인증키),김***,2015-06-09,완료
6600,SERVICE KEY IS NOT REGISTERED ERROR 가 계속 발생을 합니다.,이***,2015-06-09,완료
6579,병원정보 요양기호 값 확인,김***,2015-06-08,완료
6584,해양수산부 해양관광레저정보 오픈 API 활용가이드 문서 오류,임***,2015-06-09,완료
6590,인증키 확인부탁드립니다.,이***,2015-06-09,완료
6585,"{""response"":{""header"":{""responseTime"":""2015-06-09T10:02:36.092-12:00"",""resultCode"":30,""resultMsg"":""SERVICE KEY IS NOT REGISTERED ERROR.""}}}",강***,2015-06-09,완료
6583,SERVICE KEY IS NOT REGISTERED ERROR,전***,2015-06-09,완료
6582,경기도 활용 운영 신청을 했는데요;;;,유***,2015-06-08,완료
6581,개발계정 신청에 관한 재문의,이***,2015-06-08,완료
6576,새우편번호 정보조회 문서 오류,이***,2015-06-08,완료
6577,SERVICE KEY IS NOT REGISTERED ERROR.,최***,2015-06-08,완료
6570,LIMITED NUMBER OF SERVICE REQUESTS EXCEEDS ERROR,김***,2015-06-08,완료
6567,정상적으로 등록된 서비스키가 정상작동 X,박***,2015-06-07,완료
6572,유효인증키 resultCode12 NO OPENAPI SERVICE ERROR,김***,2015-06-08,완료
6569,NO OPENAPI SERVICE ERROR.,이***,2015-06-07,완료
6563,내용이 뜨지 않습니다.,제***,2015-06-06,완료
6558,중소기업 으뜸기업,김***,2015-06-05,완료
6566,NO OPENAPI SERVICE ERROR. - 4일째,김***,2015-06-08,완료
6557,등록되지 않은 키 에러 문의,박***,2015-06-05,완료
6556,LIMITED NUMBER OF SERVICE REQUESTS EXCEEDS ERROR,김***,2015-06-05,완료
6554,Service key is not Registered,임***,2015-06-05,완료
6549,동네예보 실황데이터 문의,유***,2015-06-05,완료
6552,중소기업 으뜸기업조회 검색,김***,2015-06-05,완료
6550,다시 문의 드립니다.,여***,2015-06-05,완료
6545,SERVICE KEY IS NOT REGISTERED ERROR.,백***,2015-06-05,완료
6547,데이터 문의 드립니다.,이***,2015-06-05,완료
6544,생활기상지수조회 기술문서 압축해제시 빈 파일 문의,김***,2015-06-05,완료
6541,인증키 질문드려요,박***,2015-06-04,완료
6542,SERVICE ACCESS DENIED ERROR.,김***,2015-06-04,완료
6543,데이터 문의합니다.,엄***,2015-06-04,완료
6539,등록되지 않은 키,백***,2015-06-04,완료
6538,실시간어장정보 오류,황***,2015-06-04,완료
6536,부동산 거래 통계조회 서비스 심의 신청 문의,이***,2015-06-04,완료
6533,문의 다시 드립니다.,여***,2015-06-04,완료
6531,데이터 문의 다시 드립니다.,강***,2015-06-04,완료
6530,SERVICE KEY IS NOT REGISTERED ERROR,여***,2015-06-04,완료
6529,안녕하세요 답변받을 내용을 이메일을 변경해서 받고 싶어서 다시 문의 드립니다.,김***,2015-06-04,완료
6527,데이터 문의합니다.,엄***,2015-06-04,완료
6528,데이터 문의 입니다.,강***,2015-06-04,완료
6522,서비스키 바뀐 뒤부터 조회가 매끄럽게 되지 않습니다.,김***,2015-06-04,완료
6525,대기오염정보 조회 서비스 승인,양***,2015-06-04,완료
6524,기상청-동네예보조회-단기예보조회,원***,2015-06-04,완료
6523,SERVICE ACCESS DENIED ERROR,양***,2015-06-04,완료
6521,지난번에 답변을 주신다고 하셨는데요;;;,유***,2015-06-03,완료
6505,임산물통계(대국민포털),박***,2015-06-02,완료
6517,지적경계에 대한 API 질문입니다.,안***,2015-06-03,완료
6515,soap메시지 문의드립니다.,김***,2015-06-03,완료
6514,경기도 버스 데이터 사용 문의드립니다.,정***,2015-06-03,완료
6511,개발계정 운영계정의 차이를 알고 싶습니다.,허***,2015-06-03,완료
6512,호출 문의,양***,2015-06-03,완료
6502,API 오류입니다.,김***,2015-06-02,완료
6506,SERVICE KEY IS NOT REGISTERED ERROR,손***,2015-06-02,완료
6509,SERVICE KEY IS NOT REGISTERED ERROR,양***,2015-06-03,완료
6508,SERVICE KEY IS NOT REGISTERED ERROR 관련문의,이***,2015-06-03,완료
6498,OPEN-API 자동화 툴 관련,이***,2015-06-02,완료
6497,동네예보 적설량 제공 문의,유***,2015-06-02,완료
6496,open-API 사용 관련 문의입니다.,허***,2015-06-02,완료
6471,노선별특정정류소접근버스위치정보조회 결과값이 안나옵니다.,조***,2015-05-30,완료
6492,안녕하세요. 국토교통부 api 시내 버스 관련 질문드립니다.,허***,2015-06-02,완료
6474,예전에 승인 받았던 API 변경 신청했는데 처리 부탁드립니다,이***,2015-05-31,완료
6487,SERVICE KEY IS NOT REGISTERED ERROR.,윤***,2015-06-01,완료
6478,항공운항정보 활용계정 승인 문의,우***,2015-06-01,완료
6481,경기 버스 API 개발계정 승인 문의,김***,2015-06-01,완료
6477,전국 일반음식점 현황 사용문의,고***,2015-05-31,완료
6475,ip 변경 문의 드립니다.,제***,2015-05-31,완료
6470,실수로 인증키를 재발급 받았습니다.,김***,2015-05-29,완료
6466,자료문의,고***,2015-05-29,완료
6465,이 에러는 어떻게 해결해야하나요...,제***,2015-05-29,완료
6463,나라장터 낙찰결과 개찰결과 시설 목록 조회 에러,정***,2015-05-29,완료
6461,LIMITED NUMBER OF SERVICE REQUESTS EXCEEDS ERROR,김***,2015-05-29,완료
6459,LIMITED NUMBER OF SERVICE REQUESTS EXCEEDS ERROR,최***,2015-05-29,완료
6435,동네예보 API 문의,고***,2015-05-27,완료
6450,OPEN API 관련 문의드립니다.,황***,2015-05-28,완료
6446,OPEN API 기관별 물품검색에 관하여 문의드립니다.,김***,2015-05-28,완료
6447,기상청데이터를 행정망에서 받을수있나요?,김***,2015-05-28,완료
6436,자료문의,장***,2015-05-27,완료
6439,버스 거스름돈을 못받았습니다,김***,2015-05-27,완료
6441,버스 시간표요,송***,2015-05-27,완료
6430,기상청 API 오류인지요?,조***,2015-05-27,완료
6429,인증키에 관한 문의입니다.,김***,2015-05-27,완료
6431,인증되지 않은 키 입니다.,엠***,2015-05-27,완료
6426,무인도서 검색 및 서비스 API 사용 방법,이***,2015-05-27,완료
6427,인증되지 않은 키 입니다..오류문의입니다,김***,2015-05-27,완료
6424,인증되지 않은 키 입니다 에러입니다.,김***,2015-05-27,완료
6421,api 신청 승인 언제쯤 되나요,이***,2015-05-27,완료
6419,오픈  api  호출 에러.,권***,2015-05-26,완료
6417,인증키..  SERVICE KEY IS NOT REGISTERED ERROR,황***,2015-05-26,완료
6413,오픈API문의,박***,2015-05-26,완료
6411,새우편번호 정보조회 관련,임***,2015-05-26,완료
6412,공공데이터 API 문의,윤***,2015-05-26,완료
6407,데이터 다운로드 문의드립니다.,제***,2015-05-26,완료
6410,서비스키가 인증되지 않습니다.,김***,2015-05-26,완료
6405,오픈api 에러,박***,2015-05-25,완료
6400,공공 api 레시피 조회,한***,2015-05-23,완료
6395,오픈 api 관련하여 문의 남깁니다,오***,2015-05-22,완료
6394,데이터 문의,유***,2015-05-22,완료
6389,약국정보 조회 서비스 관련 문의 #2,서***,2015-05-22,완료
6383,약국정보 조회 서비스 관련 문의,서***,2015-05-22,완료
6382,SERVICE KEY IS NOT REGISTERED ERROR.,이***,2015-05-22,완료
6380,SERVICE KEY IS NOT REGISTERED ERROR...,최**,2015-05-22,완료
6379,무인도서 검색 및 서비스 API 사진 정보 관련,이***,2015-05-21,완료
6371,전화문의 후 상세내용 남깁니다.,박***,2015-05-21,완료
6367,트래픽 증가와 관련하여 문의드립니다.,김***,2015-05-20,완료
6372,서비스 오류 확인 부탁드립니다.,이***,2015-05-21,완료
6370,Invalid request error,서***,2015-05-21,완료
6369,갑작기 데이터가 안나오네요,유***,2015-05-20,완료
6357,국토지리정보원 지도서비스의 호출이 에러 납니다,진***,2015-05-20,완료
6363,실시간 어장정보 API 관련 재문의드립니다.,이***,2015-05-20,완료
6361,.... api service key is not registered Error,이***,2015-05-20,완료
6362,실시간 어장정보 API 조회가 동작을 하지 않습니다,이***,2015-05-20,완료
6360,"실시간 어장정보 API에서 GRU_NAM, STA_CDE를 입력하면 조회가 되지않습니다.",박***,2015-05-20,완료
6355,NO OPENAPI SERVICE ERROR,임***,2015-05-20,완료
6353,공공데이터 접수확인 여부,이***,2015-05-19,완료
6339,데이터셋 파싱에 대해 재 문의드립니다.,박***,2015-05-18,완료
6336,공공데이터 제공신청 관련 문의,문***,2015-05-18,완료
6337,예보 정보조회시 궁금한 점이 있어서 문의 드립니다.,우*****,2015-05-18,완료
6338,동네예보(일일),유***,2015-05-18,완료
6340,SERVICE KEY IS NOT REGISTERED ERROR 입니다.,임***,2015-05-19,완료
6343,갑자기 엉뚱한 계정으로 로그인 되는 현상이 있었습니다...,이***,2015-05-19,완료
6335,도로명 주소 찾기 일일 트래픽 문의,박***,2015-05-18,완료
6333,도로명주소 관련 API 질문,이***,2015-05-18,완료
6347,문의드립니다.,이***,2015-05-19,완료
6328,우정사업부 도로명 API 에서 대지로 15가 검색되지 않습니다.,이***,2015-05-18,완료
6323,동네예보정보조회서비스 신청을 하였는데 왜 단기예보조회만 가능한가요?,박***,2015-05-15,완료
6324,지금 레시피 api 응답값이 나오고 있는 중인가요?,서***,2015-05-15,완료
6322,연결장애해결해주세요,주***,2015-05-15,완료
6321,동네예보 조회결과 나오지 않습니다.ㅠ,박***,2015-05-15,완료
6318,SERVICE KEY IS NOT REGISTERED ERROR,곽***,2015-05-15,완료
6319,dat 확장자는 어떻게 여는건가요?,박***,2015-05-15,완료
6314,SERVICE KEY IS NOT REGISTERED ERROR.,김***,2015-05-15,완료
6317,resultCode 99,임***,2015-05-15,완료
6316,SERVICE ACCESS DENIED ERROR 문제 확인 바랍니다.,박***,2015-05-15,완료
6313,운영계정 중지 문의,김***,2015-05-15,완료
6311,UNREGISTERED IP ERROR문제,성***,2015-05-14,완료
6312,운영 중지 문의,김***,2015-05-14,완료
6307,우편번호 api 익셉션 처리방안좀,윤***,2015-05-14,완료
6310,도로명 주소 에러때문에 다시 올립니다.,김***,2015-05-14,완료
6306,SERVICE KEY IS NOT REGISTERED ERROR문제,성***,2015-05-14,완료
6305,서비스키 인증 문제,서***,2015-05-14,완료
6301,서비스키 문의드립니다.,신***,2015-05-14,완료
6299,SERVICE KEY IS NOT REGISTERED ERROR. 확인부탁드립니다.,박***,2015-05-14,완료
6300,문의드립니다.,김***,2015-05-14,완료
6298,도로명 검색시 에러 문제 입니다.,김***,2015-05-14,완료
6297,SERVICE KEY IS NOT REGISTERED ERROR 부탁드립니다.,김***,2015-05-14,완료
6296,환율정보관련 API,최***,2015-05-14,완료
6295,농산물이력추적정보 API,최***,2015-05-14,완료
6294,SERVICE KEY IS NOT REGISTERED ERROR.,박***,2015-05-14,완료
6289,SERVICE KEY IS NOT REGISTERED ERROR. 계속 발생합니다.,김***,2015-05-13,완료
6287,공공데이터 정보 여부 확인부탁드립니다.,이***,2015-05-13,완료
6282,다시문의 SERVICE KEY IS NOT REGISTERED ERROR,이***,2015-05-13,완료
6281,SERVICE KEY IS NOT REGISTERED ERROR.,권***,2015-05-13,완료
6264,데이터가 안보여요,김***,2015-05-12,완료
6288,도로명 주소  요청하신 url접속을 실패하였습니다,김***,2015-05-13,완료
6265,SERVICE ACCESS DENIED ERROR,한***,2015-05-12,완료
6260,도로명주소 검색에 통신에러가 발생하는데요?,김***,2015-05-12,완료
6278,openapi.foodsafety.go.kr에 연결되지 않습니다.,주***,2015-05-13,완료
6280,SERVICE KEY IS NOT REGISTERED ERROR,이***,2015-05-13,완료
6272,동네예보정보서비스조회 승인 언제 나는지 알수 있을까요..?,김***,2015-05-13,완료
6263,부산공공데이터 사용문의,김***,2015-05-12,완료
6266,문의드립니다,김***,2015-05-13,완료
6252,검진기관별 정보제공 서비스 문의입니다.,김***,2015-05-12,완료
6248,"전국+(노상,노외,공영,사설)+주차장+현황 엑셀파일 관련 문의",포***,2015-05-12,완료
6245,버스정보    노선ID와 정류장ID는 어떻게 알수 있나요?,김***,2015-05-12,완료
6243,인천공항 운항현황정보,우***,2015-05-11,완료
6230,국문관광정보 관련질문,홍***,2015-05-11,완료
6229,농산물이력관리정보조회 API 중 상품속성정보 조회에 관하여 재질문드립니다.,최***,2015-05-11,완료
6232,연장신청 승인은 언제쯤???,최***,2015-05-11,완료
6233,대기오염정보 조회 서비스를 신청하였는데 승인은 언제 되나요?,강***,2015-05-11,완료
6234,전국 일반산업단지내 업체 등록현황,민***,2015-05-11,완료
6235,API실데이터확인 메뉴 위치..,최***,2015-05-11,완료
6236,우편번호 API exception 확인 부탁드립니다.,윤***,2015-05-11,완료
6237,Key인증실패: LIMITED NUMBER OF SERVICE REQUESTS EXCEEDS ERROR.[인증모듈 에러코드(22)],변***,2015-05-11,완료
6228,공공데이터 제공신청,정***,2015-05-10,완료
6217,트래픽에 대해서,변***,2015-05-08,완료
6222,SERVICE KEY IS NOT REGISTERED ERROR 관련,이***,2015-05-09,완료
6215,남북한 언어사전(수시) 관해서 문의 드립니다.,송***,2015-05-08,완료
6213,서울 버스 API 사용방법에 대해서 여쭤봅니다,변***,2015-05-08,완료
6211,SERVICE KEY IS NOT REGISTERED ERROR,오***,2015-05-08,완료
6210,농산물이력관리정보조회 API 중 상품속성정보 조회에 관하여 질문드립니다.,최***,2015-05-08,완료
6197,품목별 화물 수송 통계,박***,2015-05-07,완료
6203,코드조회서비스 문제,윤***,2015-05-07,완료
6193,운영계정 승인 관련,(******,2015-05-07,완료
6202,코드조회서비스 문제,윤***,2015-05-07,완료
6183,트래픽 초과 관련 질문입니다.,김***,2015-05-06,완료
6184,데이터 사용관련 질문,김***,2015-05-06,완료
6178,운영계정 관련 문의,유***,2015-05-06,완료
6170,디브러리검색 파라미터관련 문의,조***,2015-05-05,완료
6177,open api 문의입니다.,이***,2015-05-06,완료
6168,곰팡이 정보,황***,2015-05-04,완료
6167,"디브러리 이용관련 문의, serviceKey, key",조***,2015-05-04,완료
6166,나라장터 낙찰정보 SERVICE ACCESS DENIED ERROR,정***,2015-05-04,완료
6159,SERVICE KEY IS NOT REGISTERED ERROR,박***,2015-04-30,완료
6161,안녕하세요. api 요청시 http 502 에러 코드가 납니다.,황***,2015-05-01,완료
6158,"열차 정보시스템 (출,도착시스템)",한***,2015-04-30,완료
6157,SERVICE KEY IS NOT REGISTERED ERROR,변***,2015-04-30,완료
6155,나라장터 응답속도,이***,2015-04-30,완료
6142,동네예보 트래픽 오류,유***,2015-04-29,완료
6144,유동인구 API 관련,김***,2015-04-29,완료
6145,제주도 유동인구 현황,유***,2015-04-29,완료
6146,물건정보조회서비스 조회 속도 문제...,김***,2015-04-30,완료
6150,나라장터,이***,2015-04-30,완료
6151,오류 문의,윤***,2015-04-30,완료
6153,전국 착한 업소 현황 API 질문입니다.,이***,2015-04-30,완료
6140,LIMITED NUMBER OF SERVICE REQUESTS EXCEEDS ERROR.,금***,2015-04-29,완료
6138,버스 공공 api 사용 문의,고****,2015-04-29,완료
6135,SERVICE KEY IS NOT REGISTERED ERROR,권***,2015-04-29,완료
6134,새우편번호 도로명조회 서비스 문의 드립니다.,이***,2015-04-29,완료
6132,서비스 사용 문의,윤***,2015-04-29,완료
6128,빨리요 급해요 답변좀요!!,김***,2015-04-28,완료
6126,단기예보 지난 날씨 조회,유***,2015-04-28,완료
6125,open api 관련문의,포***,2015-04-28,완료
6123,전국 건축물 인허가 현황 API에 대해서,정***,2015-04-28,완료
6118,동네예보 URL 호출 시...,최***,2015-04-28,완료
6114,트래픽 제한 확인 부탁드립니다.,다******,2015-04-28,완료
6108,뭐가 잘못 되서 안나오는 거죠?,이***,2015-04-27,완료
6106,동네예보 트래픽 제한(재문의),유***,2015-04-27,완료
6099,병원 정보 서비스 SERVICE KEY IS NOT REGISTERED ERROR.,박***,2015-04-27,완료
6105,날씨 API 트래픽 제한 문의,유***,2015-04-27,완료
6094,LIMITED NUMBER OF SERVICE REQUESTS EXCEEDS ERROR.,정***,2015-04-27,완료
6098,한국관광공사_TourAPI detailCommon 동작 여부 확인 부탁드립니다.,이***,2015-04-27,완료
6097,대기상태 조회 값이 26일 이후로 변동되지 않는 지역들이 있습니다.,김***,2015-04-27,완료
6096,경기 버스 잔여좌석 api 문의,고****,2015-04-27,완료
6091,전국 의료기관 현황 API 질문,박***,2015-04-24,완료
6090,전국 의료기관 현황,황***,2015-04-24,완료
6089,데이터 업데이트 문의,강***,2015-04-24,완료
6085,API 연계시 인증키 오류,안***,2015-04-24,완료
6083,인증되지 않은 키 입니다. 관련,박***,2015-04-24,완료
6080,건강기능식품정보조회 관련 문의,박***,2015-04-24,완료
6081,시도별 미세먼지 현황 문의입니다.,석***,2015-04-24,완료
6078,https://www.data.go.kr/insttSearch.jsp?insttCode= 건에 대한 문의 사항입니다,이***,2015-04-23,완료
6074,동네예보 현재날씨 문의,유***,2015-04-23,완료
6069,국토교통부 버스정보 질문입니다.,김***,2015-04-22,완료
6067,오픈 API 활용방법에 대해 질문드립니다.,김***,2015-04-22,완료
6059,버스 API 사용 승인이 언제쯤 되는지요?,정***,2015-04-22,완료
6064,오픈api 활용 진행과정중 오류,강***,2015-04-22,완료
6063,버스 도착 정보 서비스 관련 문의,장***,2015-04-22,완료
6060,버스도착 정보 api 문의,장***,2015-04-22,완료
6052,동네예보 현재날씨 문의,유***,2015-04-21,완료
6016,한국고전번역원에서 제공하는 데이터 셋과 관련하여,윤***,2015-04-18,완료
6055,영천시 의료기관현황,황***,2015-04-22,완료
6050,단기예보 문의,유***,2015-04-21,완료
6047,SERVICE KEY IS NOT REGISTERED ERROR 문의,신***,2015-04-21,완료
6049,전국 병‧의원 찾기 서비스  개발문서 중 3.6항목 조회결과 오류,고***,2015-04-21,완료
6044,OpenAPI 접속 어떤것은 되고 어떤것은 안되고...,윤***,2015-04-20,완료
6043,LED 전자간판 설치 위법여부 확인요청,최***,2015-04-20,완료
6027,행정자치부 오픈 API 관련 질문사항입니다.,김***,2015-04-20,완료
6042,java.io.IOException: Invalid Http response 에러.,최***,2015-04-20,완료
6040,SERVICE KEY IS NOT REGISTERED ERROR,권***,2015-04-20,완료
6041,안녕하세요 문의드립니다.,임***,2015-04-20,완료
6035,영천시 의료기관현황 서비스 조회,서***,2015-04-20,완료
6032,영천시 의료기관현황 서비스 조회,서***,2015-04-20,완료
6029,서비스키 등록이 3시간이 지났는데도 안되네요.,윤***,2015-04-20,완료
6025,LIMITED NUMBER OF SERVICE REQUESTS EXCEEDS ERROR.,정***,2015-04-20,완료
6015,동네예보 오픈API 관련 문의,정***,2015-04-18,완료
6019,지금까지 정말 잘되었는데.. 왜 갑자기 먹통인가요 프로젝트 발표까지 3일남았는데 불안합니다..,김***,2015-04-20,완료
5983,공공데이터 제공신청 글자수 제한과 첨부파일 제한 개선 부탁드립니다.,(******,2015-04-14,완료
5981,공공데이터 정의관련 문의드립니다.,(******,2015-04-14,완료
6039,창조경제타운에 있는 연계사업 관련 문의,조***,2015-04-20,완료
6013,동네예보(현황) 문의,유***,2015-04-17,완료
6005,DB 요청 반려 문의,임***,2015-04-16,완료
6012,서비스 요청 오류,윤***,2015-04-17,완료
6010,오픈API 활용 방법에 대해 문의드립니다.,최***,2015-04-17,완료
6009,API실데이터확인 메뉴 문의합니다.,박***,2015-04-17,완료
6008,일일 트래픽 증설 요청 건,류***,2015-04-17,완료
5993,3218 번 문의 답변 아직 안왔나요?,김***,2015-04-15,완료
6003,서비스 신청 승인 질문드립니다.,정***,2015-04-16,완료
6001,동네예보 문의,유***,2015-04-16,완료
5997,버스도착정보서비스 xml 리턴값에 대한 문의,장***,2015-04-16,완료
5995,예보정보조회서비스 신청관련(계속),함***,2015-04-15,완료
5989,버스정보시스템 설치비용 및 유지비가 궁금합니다.,장***,2015-04-14,완료
5990,Open API 질문,김***,2015-04-14,완료
5987,계정 정보 설정 문의,윤***,2015-04-14,완료
5969,예보정보조회서비스 신청관련,함***,2015-04-13,완료
5968,안녕하세요 확인 부탁드립니다.,박***,2015-04-13,완료
5963,버스문의,김***,2015-04-13,완료
5960,창업넷 콘텐츠 조회 서비스 첨부파일 주소 추가 요청,(******,2015-04-13,완료
